regime,held_out_university,target_kind,pctl,layer,model,best_rule_name,best_rule_lift_top10,beats_best_rule,meets_2x,sufficient,n,n_pos,base_rate,prec_top5,prec_top10,recall_top10,lift_top5,lift_top10,capture_top10,pr_auc,roc_auc,brier,target,n_train,train_base_rate,lift_top10_ci_lo,lift_top10_ci_hi,capture_top10_ci_lo,capture_top10_ci_hi,lift_rule_upm_count_prevyear,lift_rule_upm_cost_prevyear,lift_rule_upm_labour_prevyear,lift_rule_trend_up_ppm_down
louo,2,severity_labour,90,M1_nosys,gbdt,rule_upm_count_prevyear,5.238210601454876,True,True,True,15869,1069,0.06736404310290503,0.4924433249370277,0.3591682419659735,0.5332086061739943,7.310180658022164,5.331750076480855,0.5332086061739943,0.40812705518115927,0.8502205584911384,0.09410812194092605,severity_labour,499106,0.02737895356898134,4.93381650803234,5.678267066415781,0.4933869260376684,0.5680919894366196,5.238210601454876,5.013715861392524,5.125963231423699,3.161634255878121
louo,2,severity_labour,90,M1_nosys,logreg,rule_upm_count_prevyear,5.238210601454876,True,True,True,15869,1069,0.06736404310290503,0.43702770780856426,0.3534971644612476,0.5247895229186156,6.487551632566984,5.247564548957473,0.5247895229186156,0.3459314532204188,0.8394436262736076,0.1243442384666212,severity_labour,499106,0.02737895356898134,4.83984587533737,5.6544195883824635,0.4841584676575256,0.5654447918336807,5.238210601454876,5.013715861392524,5.125963231423699,3.161634255878121
louo,3,occurrence,75,M0,gbdt,rule_upm_count_prevyear,5.358999850357293,False,True,False,108006,14769,0.13674240319982223,0.8916867246806147,0.7249328765855013,0.5301645338208409,6.520923311385637,5.3014489991532034,0.5301645338208409,0.6936786062155885,0.8957880221272725,0.08306658687407016,occurrence,406969,0.3305853762817315,5.07269455591974,5.4905888586942595,0.5072976888321158,0.5490748410806906,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,occurrence,75,M0,logreg,rule_upm_count_prevyear,5.358999850357293,True,True,True,108006,14769,0.13674240319982223,0.904091834845399,0.7424312563651514,0.5429616087751371,6.61164213652327,5.429415009477591,0.5429616087751371,0.7138680996997372,0.9089207497387835,0.08628984720681751,occurrence,406969,0.3305853762817315,5.207801615648636,5.605833770791005,0.5208197009806932,0.5605996678953361,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,occurrence,75,M1,gbdt,rule_upm_count_prevyear,5.358999850357293,False,True,False,108006,14769,0.13674240319982223,0.8920570264765784,0.7267845569854643,0.5315187216466924,6.523631336016611,5.314990375907107,0.5315187216466924,0.693945292720595,0.8967265310654753,0.08359917132941218,occurrence,406969,0.3305853762817315,5.0895064805090975,5.488863567918704,0.5089788629984399,0.5489224717957286,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,occurrence,75,M1,logreg,rule_upm_count_prevyear,5.358999850357293,True,True,True,108006,14769,0.13674240319982223,0.9018700240696167,0.7389130636052217,0.5403886519060194,6.595393988737425,5.403686393645174,0.5403886519060194,0.7128249463372183,0.9086363891041239,0.08610269962176009,occurrence,406969,0.3305853762817315,5.19449873665911,5.58919300030066,0.5194673392594811,0.5589468734096122,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,occurrence,75,M1_nosys,gbdt,rule_upm_count_prevyear,5.358999850357293,False,True,False,108006,14769,0.13674240319982223,0.8881688576189595,0.7231737802055366,0.5288780553862821,6.495197077391383,5.288584691236996,0.5288780553862821,0.6916852724250403,0.8962776728549819,0.08230783061050685,occurrence,406969,0.3305853762817315,5.07170092549515,5.468007407766317,0.5071708131491538,0.5468169575500567,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,occurrence,75,M1_nosys,logreg,rule_upm_count_prevyear,5.358999850357293,True,True,True,108006,14769,0.13674240319982223,0.9022403258655805,0.7412276641051755,0.5420813866883337,6.598102013368399,5.420613114587554,0.5420813866883337,0.7100746325842309,0.9049479465744937,0.08094838452487343,occurrence,406969,0.3305853762817315,5.179183227754065,5.588462137659365,0.5179357372749585,0.5588738899930564,5.358999850357293,4.823438399740411,4.904009591426137,2.7665032708224766
louo,3,severity_labour,75,M0,gbdt,rule_upm_count_prevyear,6.989907866827367,False,True,False,108006,2339,0.021656204284947134,0.2012590261062766,0.13193222849736136,0.609234715690466,9.293365700570547,6.092121535308256,0.609234715690466,0.2303080157804488,0.8673173817771676,0.026094952726644617,severity_labour,406969,0.07835240522005361,5.582741090102256,6.543553040819843,0.5582849255030202,0.654398000403906,6.989907866827367,6.810350600523545,6.942880963747794,3.3346349456424136
louo,3,severity_labour,75,M0,logreg,rule_upm_count_prevyear,6.989907866827367,True,True,True,108006,2339,0.021656204284947134,0.23477133864099242,0.15285621701694288,0.7058572039333049,10.840835058255248,7.058310634943109,0.7058572039333049,0.29754877872113034,0.9059464410109129,0.04258218108705974,severity_labour,406969,0.07835240522005361,6.650444982255788,7.380357885590361,0.6650679574597321,0.7380693738240242,6.989907866827367,6.810350600523545,6.942880963747794,3.3346349456424136
