held_out_university,target_kind,pctl,model,frac,aug_rows,n,n_pos,base_rate,prec_top5,prec_top10,recall_top10,lift_top5,lift_top10,capture_top10,pr_auc,roc_auc,brier,layer,target,n_train,train_base_rate,lift_top10_ci_lo,lift_top10_ci_hi
2,severity_labour,75,logreg,0.1,1688,11456,1063,0.09278980446927375,0.6020942408376964,0.5043630017452007,0.5437441204139228,6.488797387616791,5.435543318902181,0.5437441204139228,0.49553432547975246,0.874419282679863,0.1297944679042666,M1,severity_labour,500794,0.067950095248745,4.922552325271256,5.864376894155979
2,severity_labour,75,logreg,0.2,2943,11456,1062,0.09270251396648045,0.6038394415357766,0.5043630017452007,0.544256120527307,6.513733184777643,5.440661532950111,0.544256120527307,0.4959888677662502,0.8742536074883127,0.13102923125553997,M1,severity_labour,502049,0.06812681630677483,4.936662286142424,5.886215059741613
2,occurrence,75,gbdt,0.0,0,11456,3368,0.29399441340782123,0.9633507853403142,0.9301919720767888,0.3165083135391924,3.276765616644489,3.1639783943324504,0.3165083135391924,0.7779064847891104,0.8682121918692481,0.15756371752929543,M1,occurrence,499106,0.28922513454055854,2.950377192763808,3.4364262625622253
2,occurrence,75,gbdt,0.05,862,11456,3368,0.29399441340782123,0.9668411867364747,0.9293193717277487,0.3162114014251782,3.2886379558352297,3.161010309534765,0.3162114014251782,0.7806805687906817,0.8693898184401512,0.15900122780727777,M1,occurrence,499968,0.2891185035842294,2.9457985351892506,3.433009255755198
2,occurrence,75,gbdt,0.1,1688,11456,3368,0.29399441340782123,0.9650959860383944,0.9284467713787086,0.3159144893111639,3.2827017862398593,3.15804222473708,0.3159144893111639,0.7788700157177669,0.8685395367407449,0.1623816516108002,M1,occurrence,500794,0.2893984352847678,2.9505835770156024,3.4486835240755
2,occurrence,75,gbdt,0.2,2943,11456,3368,0.29399441340782123,0.9633507853403142,0.9275741710296684,0.31561757719714967,3.276765616644489,3.1550741399393947,0.31561757719714967,0.7799699453493095,0.8685782660038861,0.16311328937274475,M1,occurrence,502049,0.2896211325986109,2.94307472954247,3.4463563491394464
2,occurrence,75,logreg,0.0,0,11456,3368,0.29399441340782123,0.9528795811518325,0.918848167539267,0.31264845605700714,3.2411485990722664,3.1253932919625425,0.31264845605700714,0.7725878565995211,0.8647342306187754,0.15878109921595715,M1,occurrence,499106,0.28922513454055854,2.926120973328196,3.4153063940426045
2,occurrence,75,logreg,0.05,862,11456,3368,0.29399441340782123,0.9546247818499127,0.918848167539267,0.31264845605700714,3.2470847686676367,3.1253932919625425,0.31264845605700714,0.7726664849698593,0.8647875705423242,0.15886373504127646,M1,occurrence,499968,0.2891185035842294,2.925974787316075,3.4153063940426045
2,occurrence,75,logreg,0.1,1688,11456,3368,0.29399441340782123,0.9546247818499127,0.918848167539267,0.31264845605700714,3.2470847686676367,3.1253932919625425,0.31264845605700714,0.7727059235380992,0.8647879376443446,0.16016847622033373,M1,occurrence,500794,0.2893984352847678,2.927447098455608,3.4153063940426045
2,occurrence,75,logreg,0.2,2943,11456,3368,0.29399441340782123,0.9546247818499127,0.918848167539267,0.31264845605700714,3.2470847686676367,3.1253932919625425,0.31264845605700714,0.7727201434772698,0.8648239503525355,0.15993646429790573,M1,occurrence,502049,0.2896211325986109,2.925996766567491,3.4153063940426045
3,severity_labour,75,gbdt,0.0,0,86098,2253,0.026167855234732515,0.26550522648083624,0.17119628339140533,0.6542387927208166,10.146235681112756,6.542235955363167,0.6542387927208166,0.2993403618334114,0.8870744097287925,0.03138099092181651,M1,severity_labour,406969,0.07835240522005361,5.989786756003523,6.900498578744829
3,severity_labour,75,gbdt,0.05,6385,86098,2259,0.026237543264651907,0.26666666666666666,0.17200929152148664,0.6555998229305002,10.163553194628893,6.555845941308967,0.6555998229305002,0.2983532518048106,0.8906236927761915,0.02976258264975957,M1,severity_labour,413354,0.07725823386250043,6.04609376400249,6.993156501113467
3,severity_labour,75,gbdt,0.1,12135,86098,2257,0.026214313921345444,0.2638792102206736,0.172938443670151,0.6597252990695613,10.066226070704278,6.597099744400824,0.6597252990695613,0.2994918891759459,0.8918806991124206,0.02990848895611265,M1,severity_labour,419104,0.07629609834313202,6.052250734193009,6.9706704868052665
3,severity_labour,75,gbdt,0.2,20203,86098,2270,0.026365304652837464,0.2720092915214866,0.17444831591173054,0.6616740088105727,10.316940960976632,6.616586389148977,0.6616740088105727,0.30300104978736886,0.8935960990187796,0.030678592615847176,M1,severity_labour,427172,0.07509387319393593,6.075498184949272,7.007888352328644
3,severity_labour,75,logreg,0.0,0,86098,2253,0.026167855234732515,0.2778164924506388,0.1849012775842044,0.7066134043497558,10.616708551715533,7.065969905656827,0.7066134043497558,0.2956906193688987,0.9080258319113718,0.045870566703776296,M1,severity_labour,406969,0.07835240522005361,6.552082314931416,7.397734799826386
3,severity_labour,75,logreg,0.05,6385,86098,2259,0.026237543264651907,0.28199767711962836,0.18629500580720093,0.7100486941124391,10.747868970626723,7.1003220053069445,0.7100486941124391,0.30166296540253035,0.9085109615939457,0.04568689906597647,M1,severity_labour,413354,0.07725823386250043,6.616277211379205,7.4382606047025455
