split,model,layer,n,n_pos,base_rate,prec_top5,prec_top10,recall_top10,lift_top5,lift_top10,capture_top10,pr_auc,roc_auc,brier,target,pctl,n_train,train_base_rate,lift_top10_ci_lo,lift_top10_ci_hi,capture_top10_ci_lo,capture_top10_ci_hi
precovid_2017_2019,gbdt,M0,216282,22049,0.10194560804875116,0.7854831252889505,0.6100605668315687,0.5984398385414305,7.7049236384300785,5.984177038208778,0.5984398385414305,0.6496895415648863,0.9161339696005797,0.12278564736705941,severity_labour,75,263282,0.0604750799522945,4.260919676977108,7.081342774685972,0.42611777822304975,0.7081575632255757
precovid_2017_2019,gbdt,M1,216282,22049,0.10194560804875116,0.821451687471105,0.6410837301770771,0.6288720576896911,8.05774474441587,6.288487973611438,0.6288720576896911,0.6941966069887333,0.927268529113686,0.11274426861371435,severity_labour,75,263282,0.0604750799522945,4.5002781775085445,7.419260453873248,0.4500521964639204,0.7419357914502142
precovid_2017_2019,logreg,M0,216282,22049,0.10194560804875116,0.7672676837725382,0.6054833787969855,0.5939498389949658,7.5262455976095115,5.939278703477239,0.5939498389949658,0.6337354820094091,0.9135569424177441,0.16087763878173397,severity_labour,75,263282,0.0604750799522945,4.279587228477559,7.200765292045079,0.42796334106171896,0.7200977116527189
precovid_2017_2019,logreg,M1,216282,22049,0.10194560804875116,0.7777161349976884,0.6195385824587359,0.6077373123497665,7.628736047420293,6.0771483374003505,0.6077373123497665,0.6485456007093927,0.9183860450271059,0.15721042980587827,severity_labour,75,263282,0.0604750799522945,4.33235378107681,7.304491889541588,0.43325884722576025,0.7304706426216903
