UniversityID,SystemCode,n_upm,n_ppm,upm_lab_median,ppm_lab_median,upm_lab_mean,ppm_lab_mean,lab_premium_median,lab_premium_mean,upm_cost_mean,ppm_cost_mean,cost_premium_mean
5,D30,94049,127383,2.0,0.5,3.787588916415911,3.051984016705526,4.0,1.2410251481278844,127.48638030019086,106.53281776813297,1.196686457478887
5,D40,2973,32346,1.0,0.08,1.8608476286579214,0.9982266740864405,12.5,1.8641533801537977,95.787366770788,70.1490700651504,1.3654830588891091
5,D50,22639,11264,1.0,1.0,2.438451345024073,3.254460227272727,1.0,0.7492644477844861,54.93286876151042,110.08046582432404,0.4990246757238206
5,E10,8195,136,2.0,2.0,3.5617449664429532,3.3838235294117647,1.0,1.0525799987749709,105.3441844051332,123.70037876050013,0.8516076139838918
5,E20,1482,1881,4.0,3.0,8.552766531713901,6.644603934077618,1.3333333333333333,1.2871747686645476,250.5242102458767,229.12325875608266,1.0934036623168704
6,B20,3877,282,2.0,1.0,4.148785143151922,2.4687588652482266,2.0,1.680514529609506,0.0,0.0,
6,B30,388,54,2.0,1.5,4.288144329896907,2.4675925925925926,1.3333333333333333,1.7377845689638498,0.0,0.0,
6,D20,29255,35794,2.0,1.0,3.7862279952144933,1.6062379169693242,2.0,2.357202476180123,0.0,0.0,
6,D30,38628,78118,2.0,1.0,5.439233975354664,1.9257387541923754,2.0,2.8244921402310323,0.0,0.0,
6,D40,4286,9073,2.0,1.0,4.30528931404573,1.6775774275322386,2.0,2.566372939566149,0.0,0.0,
6,D50,25730,4527,2.0,2.0,3.7219918383210264,2.915074000441794,1.0,1.2768086977404143,0.0,0.0,
6,E10,8883,27076,2.0,0.59,3.5976122931442083,0.9830484561973704,3.3898305084745766,3.659648993357355,0.0,0.0,
7,D10,391,54,0.0,1.0,0.13554987212276215,0.9722222222222222,0.0,0.13942272561198393,17.91712510759608,56.0738749780706,0.3195271436939772
7,D20,2046,2256,2.0,1.0,5.293695014662757,1.8788785460992907,2.0,2.817475895742655,559.3274715903615,137.39495307843163,4.070946268827433
7,D30,1851,4197,2.0,1.0,4.57428417071853,2.6489754586609484,2.0,1.7268125892834136,547.5877975549676,162.1630162626594,3.376773632947393
7,D40,380,1154,2.0,1.0,6.904605263157895,3.1403812824956674,2.0,2.1986518967119784,709.5086747153832,227.83492308214264,3.1141348530645585
7,D50,4383,355,0.5,1.0,3.103810175678759,3.807042253521127,0.5,0.8152812522130665,361.2859155688717,721.0606803587335,0.5010478665805617
7,E10,449,654,1.0,0.5,3.4342984409799553,0.816131498470948,2.0,4.208020946886915,583.4571560225311,58.80403950236542,9.922059112946846
8,B20,3919,50,1.0,3.0,2.6803495789742278,6.0316,0.3333333333333333,0.44438450477057956,203.38768488877466,310.2883298732797,0.6554796468556753
8,C10,5540,121,1.0,6.0,2.850626353790614,49.163140495867765,0.16666666666666666,0.05798299956102709,160.68034576414445,2154.0867189213154,0.07459325771462304
8,C30,3609,117,2.0,3.0,6.374932114159047,14.745042735042736,0.6666666666666666,0.4323440920933059,387.6216064254521,976.5982029549477,0.39691001401866577
8,D20,16337,602,2.0,2.0,3.8353614494705273,14.887724252491694,1.0,0.2576190547610807,275.2994963507569,2072.8992419795272,0.13280891361022354
8,D30,21492,1237,2.0,4.0,5.393798622743346,33.41120452708165,0.5,0.1614368203448448,396.5586635458378,2458.09235458967,0.16132781292997248
8,D40,5189,291,1.0,0.0,2.286987858932357,8.64807560137457,,0.2644504933061468,235.6622996893978,1712.803295227038,0.13758865384373278
8,D50,29462,857,1.5,2.0,3.2232139705383203,9.979451575262543,0.75,0.32298508051566177,186.64549707292792,547.1452352943841,0.3411260576408124
8,D90,305,518,2.0,3.0,15.890524590163933,43.65194980694981,0.6666666666666666,0.3640278306109939,720.213167264241,1538.4566646897138,0.46814004176679125
8,E10,6551,528,1.5,1.0,3.3290108380399936,56.4294696969697,1.5,0.058994189665737086,236.37381807622805,4100.021002087346,0.05765185543095723
8,E20,4332,222,1.75,2.0,4.32235457063712,11.163243243243242,0.875,0.38719523318219407,196.4643246345581,624.5208899019524,0.3145840720642704
