SystemCode,DescriptiveCode,ComponentDescription,n_upm,n_ppm,upm_lab_median,ppm_lab_median,upm_lab_mean,ppm_lab_mean,lab_premium_median,lab_premium_mean,upm_cost_mean,ppm_cost_mean,cost_premium_mean
D20,D2020WFM,Water Flow Meter,332,2103,2.0,1.0,3.4367469879518073,5.653124108416547,2.0,0.6079376504108713,175.93346232983586,225.37735004974243,0.7806173170951121
C30,C3030PLC,Plaster Ceiling,10888,2571,1.75,2.0,4.013574559147686,6.704896927265656,0.875,0.5986034688805385,156.92124518887795,393.87821462096963,0.3984004176008663
C20,C2010CES,Concrete Exterior Stairs,1332,178,2.0,2.0,3.804174174174174,6.417134831460674,1.0,0.5928150606285865,42.97985035762637,331.4590368909259,0.12966866361760973
D20,D2010BSE,"Bathtub & Shower Enclosure, Fiberglass",4884,984,1.0,1.5,2.006891891891892,3.4209857723577235,0.6666666666666666,0.5866414026354613,114.15201857213478,407.79997300631754,0.2799215942330785
B20,B2030WIG,"Wrought Iron, Gate/Painted",436,193,1.0,1.0,1.9475152905198776,3.3261658031088084,1.0,0.5855135930685199,9.085271700510372,72.4578312895569,0.1253870222005913
C30,C3030VDC,Vinyl Tile Dropped Ceiling,14165,5745,1.5,2.0,2.932974232262619,5.027742367275892,0.75,0.5833580995224601,99.93316080995172,342.2205411590146,0.29201391731631104
C10,C1040INW,General Interior Windows,15402,5863,1.0,1.5,1.6090672207072674,2.797924839388254,0.6666666666666666,0.5750930825786865,88.56415391713861,281.0265152196821,0.315145187805168
G20,G2040CLF,"Chain Link Fence, Swing Gate",276,143,2.0,1.5,4.681811594202899,8.145104895104895,1.3333333333333333,0.5748006507585444,81.44500362708175,492.87132402127173,0.16524597731225824
D20,D2020HBB,Hose Bib,1781,718,1.0,1.0,2.4958113419427286,4.363022284122563,1.0,0.5720372666958897,87.66415579116568,416.9072169430242,0.21027257919391243
D20,D2010TWB,Toilet & Wash Basin,73258,9694,1.0,1.0,1.5708469609689952,2.755268550993742,1.0,0.5701248106658926,69.21709568767115,253.94460186806955,0.27256769853934965
D20,D2020VND,"Valve, Non-Drain",1317,1000,2.0,3.0,5.22081245254366,9.159889999999999,0.6666666666666666,0.5699645358780139,334.8115573820202,290.74109786842297,1.1515797382506332
D30,D3020FCV,Flow Control Valve,968,253,2.0,1.5,4.8425206611570255,8.8300395256917,1.3333333333333333,0.5484143810531457,269.04466912247557,849.406792029636,0.31674419329706577
C30,C3020VTF,Vinyl Tile Flooring,4180,2283,1.75,2.25,4.184775119617225,7.748510731493648,0.7777777777777778,0.5400747659299612,139.57903623702506,619.4023592111089,0.22534469583680225
E10,E1010CKR,Cooking Range,2453,1263,0.5,1.0,0.879453730126376,1.6664528899445765,0.5,0.5277399291831317,84.47554916473923,188.30763757677252,0.4486039453938706
D50,D5010CAB,"Cable, Copper",1946,2023,1.0,1.5,3.4899845837615624,6.7115256384906905,0.6666666666666666,0.5199986965327903,98.74958798301346,351.0435796784296,0.2813029313154571
D20,D2090SWP,Swimming Pool Filteration System,252,1607,8.0,3.5,9.201984126984126,17.846919726197886,2.2857142857142856,0.5156062933076531,15.098513528297191,728.4410153284939,0.020727160072787014
D50,D5090BAT,"Battery, UPS",3493,6109,0.5,1.75,1.4163307567515986,2.790216074643968,0.2857142857142857,0.5076061204085504,162.5670952841461,178.90637177753348,0.9086713551281173
C30,C3020COF,"Concrete Flooring, Painted",1674,1582,1.5,2.5,4.236614894464357,8.420259165613148,0.6,0.5031454271343505,182.48712202801224,508.6370449338026,0.35877670304521825
C20,C2010MER,"Metal Exterior Railing, Painted",1155,521,1.25,2.0,4.075861471861472,8.112380038387716,0.625,0.502424868235281,79.87428665192037,512.9469071355236,0.15571647969955907
D50,D5020GLF,General Lighting Fixture,2165,876,1.25,1.0,2.3599846035411858,4.719063926940639,1.25,0.5000959173424802,39.52592022000998,93.56335873858335,0.42245084777734054
C30,C3020WPF,Wood Parquetry Flooring,123,126,1.0,2.0,3.1097560975609757,6.265079365079365,0.5,0.49636340042143773,92.66934679107797,704.6731759365263,0.13150684594729797
D20,D2020PAF,Pipe & Fittings,43973,10766,1.5,2.0,4.089490458538952,8.474517307573224,0.75,0.482563231640862,215.4861610863158,334.3032756422122,0.644582858700253
D30,D3020BOI,"Boiler, Electric/Gas/Oil",6791,10118,1.0,1.0,4.068858783684289,8.530304407985769,1.0,0.47698869689517376,229.2629910040402,447.4455318241092,0.5123818983495034
C30,C3010VIN,Vinyl Interior Wall Finish,754,372,2.5,2.5,5.3600928381962865,11.523521505376344,1.0,0.46514364864034957,176.90576775449208,928.366288185799,0.19055600144658308
D20,D2010SHW,"Shower, Head/Valve/Tile/Fiberglass/Terrazzo",10469,1893,1.0,1.0,1.589038112522686,3.473755942947702,1.0,0.45744091946030224,55.513640086839324,282.9828859728865,0.19617313568622757
B30,B3010ALG,"Aluminium Gutter, Downspouts/Fittings",1108,1017,2.0,4.0,3.966768953068592,8.744001966568339,0.5,0.45365599964810915,17.705110234181625,472.8103453055274,0.03744653730607498
D50,D5030MAN,Manual Pull Station,319,101,1.0,2.0,1.6462382445141066,3.6371287128712875,0.5,0.4526202877253974,79.44208128234577,324.79764221232534,0.24458946420064598
C30,C3010PLS,"Plastic, Fiberglass Reinforced/Interior Wall Panels",1390,237,0.0,1.5,1.2364028776978417,2.9662447257383966,0.0,0.4168242987402397,25.301751597867725,127.46171369076401,0.19850471851690718
D40,D4010FAC,Fire Alarm Control Panel,25838,130832,1.25,2.0,2.7201499084036436,6.586204521829522,0.625,0.4130072030693693,132.92075483859315,56.318563751896,2.360158817688569
D50,D5030PSY,Power Supply,11235,1889,1.0,2.0,2.5807636493101915,6.472016940179989,0.5,0.39875724571858423,156.52871847584493,507.10155819012016,0.308673313950181
F10,F1040PAF,Pipe & Fittings,1687,926,1.0,1.125,2.2467219917012446,5.777408207343412,0.8888888888888888,0.38888060373603756,64.65877139069535,198.8862649390841,0.32510425700085105
C20,C2020SFI,General Stair Finishes,1276,889,1.5,2.5,3.4485684430512014,8.902058492688415,0.6,0.3873900004008777,262.76557696292906,892.5697363940444,0.2943922096490682
G20,G2030COS,Concrete Sidewalk,993,280,1.0,2.0,3.3863410540449816,8.794464285714286,0.5,0.3850537046975958,139.1483174813993,911.8495021134325,0.15260009152704399
C30,C3010PLA,Plaster,2403,2043,2.0,4.0,6.181115272575947,18.00397944199706,0.5,0.3433193918316493,396.91586737496795,1672.03314001503,0.2373851677194628
G30,G3030CBA,Catch Basins,790,301,1.0,2.5,2.8987341772151898,8.56906976744186,0.4,0.3382787462215463,4.589252246610947,275.36098429417956,0.016666312616416486
G20,G2010APR,"Asphaltic Pavement, Roadways",179,122,0.0,0.0,2.676536312849162,7.975409836065574,,0.3355985921558045,846.3529521077054,1669.8896728155532,0.506831658333867
B20,B2020AOW,"Aluminium Operable Window, Thermal Break/Glazed",8667,1976,1.0,1.0,1.8621283796777048,5.559615384615384,1.0,0.3349383457047411,46.02842784497635,412.45175412670176,0.111597119867835
C20,C2010MIR,"Metal Interior Railing, Painted",992,329,2.0,3.0,4.442802419354839,13.444285714285714,0.6666666666666666,0.33046027983725296,226.2261830506154,1491.3220260984574,0.15169505921029017
B30,B3010MET,Metal Roof,359,125,1.0,2.0,2.682961931290622,8.152,0.5,0.3291170180680351,13.76884579884917,404.7091399084275,0.03402158350553835
D50,D5030FHS,Fire Alarm Horn & Strobe,1548,787,1.0,1.5,1.4036046511627904,4.318094027954257,0.6666666666666666,0.32505189606252344,83.06234124332396,381.35117094057154,0.21781063642326695
D30,D3030CHR,Chiller,8102,9844,2.0,2.0,4.985148522998437,15.369591290803195,1.0,0.3243514045803829,317.11019332927833,491.80939853677273,0.6447827029591991
D10,D1010ELG,Elevator Geared,9367,26274,0.0,0.0,0.922307024661044,2.8806576844028315,,0.3201723792642307,206.43865581293358,77.75630272142668,2.6549443400431505
C30,C3010SHE,"Sheetrock, Stippled/Unstippled",2149,2122,2.0,5.625,5.91616100511866,19.121894439208297,0.35555555555555557,0.30939199167358267,382.38526637835565,1785.6046195708393,0.21414890070695491
D40,D4010FSH,Fire Sprinkler Head,1532,1279,1.0,7.5,3.747891644908616,12.820992963252541,0.13333333333333333,0.2923246004151786,173.522553286628,1431.415042495771,0.1212244863544814
D30,D3060DDC,Direct Digital Controls,473,569,1.5,0.5,3.2309302325581397,11.4804920913884,3.0,0.28142785229403916,1015.2487650616612,1082.8008372030572,0.9376135759962217
D50,D5030VEC,"Vehicle Control, Bollard/Gate/Barrier",248,121,1.0,2.0,2.4064516129032256,8.918595041322314,0.5,0.26982407001926545,95.18519132497855,471.6923094142271,0.20179508850416628
D50,D5030SYC,Security Control Panel,1773,243,1.0,1.5,2.3947320360970106,8.929711934156378,0.6666666666666666,0.2681757321797917,158.42178641684933,647.7975673115121,0.2445544633246016
F20,F2020HCA,General Hazardous Components Abatement,2233,3489,0.0,0.0,2.2733049708911777,8.618589853826311,,0.26376762433844336,86.275522801347,592.7331625635726,0.1455554172609562
D90,D9090PPM,Planned Preventive Maintenance,12782,39184,1.0,1.0,2.668105669430971,10.378834633183612,1.0,0.25707179695304133,17.191447723264577,1346.59413225335,0.012766614164950302
D20,D2010BES,"Bathtub, Enameled Steel",2972,340,0.75,0.75,1.2215915208613728,4.848029411764705,1.0,0.2519769203332262,34.780450061542496,257.27672015646397,0.1351869304008175
B30,B3010ASR,Asphalt Shingle Roof,421,121,1.5,3.0,3.1109263657957245,13.043388429752065,0.5,0.23850599731429284,109.70104269483211,549.343184391388,0.19969491897195163
C10,C1010TLP,"Toilet Partitions, Painted/Metal/Wood",332,191,1.75,2.5,2.680481927710843,11.660994764397905,0.7,0.229867346814579,43.66208305278101,1667.1786502038763,0.02618920476665272
C30,C3020CNY,Carpet Nylon,3470,3192,1.0,2.0,2.495507925072046,11.384220969089391,0.5,0.21920761480718678,169.41272312985856,1201.6998103555115,0.14097757332568722
D50,D5030TCC,Time Control Clock,2927,3823,1.0,1.0,2.2126135975401433,12.982260005231494,1.0,0.17043362223900313,57.51646929396927,593.1755524242635,0.09696365445086842
D50,D5010DPB,Distribution Panel Board,1494,1459,1.0,2.0,3.2651271753681397,19.530881882567968,0.5,0.16717766227864939,148.36863300047455,775.7009608207527,0.19127039992768458
D30,D3030CHW,Chilled Water Cooling System,2135,2738,2.0,2.0,5.78680093676815,40.7072315558802,1.0,0.14215658288686156,148.64319632845758,1448.5670748648265,0.10261395478861637
G10,G1040HWR,General Hazardous Waste Remediation,137,140,0.0,0.0,0.2208029197080292,1.7835,,0.12380315094366649,30.69365781831365,1357.737048951901,0.022606481749914302
G20,G2050LDS,General Landscaping,7184,8404,0.5,1.0,5.346348830734966,60.50605306996668,0.5,0.08836056162104428,1265.1029489996238,2735.2808245109077,0.4625130032949488
